F51	claude-review-design-new-tensor-type-r1.html#F51
F52	claude-review-design-new-tensor-type-r1.html#F52
F05	claude-review-design-new-tensor-type-r1.html#F05
F50	claude-review-design-new-tensor-type-r1.html#F50
F08	claude-review-design-new-tensor-type-r1.html#F08
F34	claude-review-design-new-tensor-type-r1.html#F34
F37	claude-review-design-new-tensor-type-r1.html#F37
F11	claude-review-design-new-tensor-type-r1.html#F11
F31	claude-review-design-new-tensor-type-r1.html#F31
F32	claude-review-design-new-tensor-type-r1.html#F32
F35	claude-review-design-new-tensor-type-r1.html#F35
F47	claude-review-design-new-tensor-type-r1.html#F47
F12	claude-review-design-new-tensor-type-r1.html#F12
F40	claude-review-design-new-tensor-type-r1.html#F40
F56	claude-review-design-new-tensor-type-r1.html#F56
C01	claude-review-design-new-tensor-type-r1.html#C01
C09	claude-review-design-new-tensor-type-r1.html#C09
F14	claude-review-design-new-tensor-type-r1.html#F14
F15	claude-review-design-new-tensor-type-r1.html#F15
F25	claude-review-design-new-tensor-type-r1.html#F25
F29	claude-review-design-new-tensor-type-r1.html#F29
F45	claude-review-design-new-tensor-type-r1.html#F45
C04	claude-review-design-new-tensor-type-r1.html#C04
C05	claude-review-design-new-tensor-type-r1.html#C05
C07	claude-review-design-new-tensor-type-r1.html#C07
F16	claude-review-design-new-tensor-type-r1.html#F16
C08	claude-review-design-new-tensor-type-r1.html#C08
F17	claude-review-design-new-tensor-type-r1.html#F17
F48	claude-review-design-new-tensor-type-r1.html#F48
F49	claude-review-design-new-tensor-type-r1.html#F49
F19	claude-review-design-new-tensor-type-r1.html#F19
F20	claude-review-design-new-tensor-type-r1.html#F20
F21	claude-review-design-new-tensor-type-r1.html#F21
F23	claude-review-design-new-tensor-type-r1.html#F23
F24	claude-review-design-new-tensor-type-r1.html#F24
F27	claude-review-design-new-tensor-type-r1.html#F27
F28	claude-review-design-new-tensor-type-r1.html#F28
F41	claude-review-design-new-tensor-type-r1.html#F41
F43	claude-review-design-new-tensor-type-r1.html#F43
F54	claude-review-design-new-tensor-type-r1.html#F54
F57	claude-review-design-new-tensor-type-r1.html#F57
F58	claude-review-design-new-tensor-type-r1.html#F58
F59	claude-review-design-new-tensor-type-r1.html#F59
C02	claude-review-design-new-tensor-type-r1.html#C02
C06	claude-review-design-new-tensor-type-r1.html#C06
[Round-2 votes and corrections]	claude-review-design-new-tensor-type-votes.html
[Cache source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/models/kv_cache.hpp#L2190-L2248
[SIMD source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/simd/auto.hpp#L17-L87
[Expression source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/kernels/expr.hpp#L45-L150
[Views source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/tensor/views.hpp#L40-L59
[View source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/tensor/view.hpp#L36-L203
[Const indexing source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/tensor/view.hpp#L474-L492
[Rank-1 const indexing]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/tensor/view.hpp#L143-L148
[Slice source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/tensor/slice.hpp#L26-L127
[Tensor source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/tensor/tensor.hpp#L235-L299
[Hardware tensor source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/hardware/tensor.hpp#L377-L394
[Dot-product source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/kernels/dotter.hpp#L16-L82
[Padding rule]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/models/kv_cache.hpp#L2055-L2066
[V write source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/models/kv_cache.hpp#L2289-L2398
[Model source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/models/model.hpp#L2730-L2850
[Completion source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/models/kv_cache.hpp#L1760-L1794
[Conversion source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/simd/bf16.hpp#L92-L109
[DMA tensor source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/hardware/dmatensor.hpp#L291-L301
[Allocation source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/models/kv_cache.hpp#L1187-L1206
[Block access source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/models/kv_cache.hpp#L1274-L1334
[Restore source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/models/kv_cache.hpp#L946-L981
[bf16 source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/common/numerics/bf16.hpp#L14-L23
[Append source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/models/kv_cache.hpp#L1866-L1982
[Staging source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/scheduler/full.hpp#L2644-L2665
[Callback source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/h/tron/gof.hpp#L58-L66
[Packed-K source]	https://github.com/positron-ai/tron/blob/30c4ac82cbb6959f7e4f66b29efb36f5e0749b48/h/tron/kernels/k_vnni.hpp#L42-L310
[Attention source]	https://github.com/positron-ai/tron/blob/30c4ac82cbb6959f7e4f66b29efb36f5e0749b48/h/tron/models/self_attention.hpp#L1353-L1641
[Worker coordination source]	https://github.com/positron-ai/tron/blob/30c4ac82cbb6959f7e4f66b29efb36f5e0749b48/h/tron/models/model.hpp#L2742-L3078
[Test registration]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/t/CMakeLists.txt#L610-L616
[Row tests]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/t/t_llama_unit.cpp#L682
[Append tests]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/t/t_llama_unit.cpp#L1521
[Padding tests]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/t/t_llama_unit.cpp#L2328-L2470
[Repository guide]	../../tron-VNNIed-K/AGENTS.md
[Test guide]	../../tron-VNNIed-K/t/AGENTS.md
[Test execution skill]	../../tron-VNNIed-K/.agents/skills/run-tron-tests/SKILL.md
[Nix build source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/nix/cmake-tron-test-build.nix#L79-L103
[AMX option]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/CMakeLists.txt#L48
[AMX build source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/src/tron/CMakeLists.txt#L193
[Dispatch placeholder source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/t/t_amx_dispatch_dtype.cpp#L210-L213
[Numerical placeholder source]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/t/t_amx_numerics.cpp#L260-L264
[CI guide]	https://github.com/positron-ai/tron/blob/f46e48bab498c0c07825f3e3d38d6ffa42d4af9b/README.ci.md#L74-L97
[Child workflow]	https://github.com/positron-ai/tron/blob/30c4ac82cbb6959f7e4f66b29efb36f5e0749b48/.github/workflows/cmake-single-platform.yml#L331-L334
[AMX availability check]	https://github.com/positron-ai/tron/blob/30c4ac82cbb6959f7e4f66b29efb36f5e0749b48/t/t_amx_numerics.cpp#L199-L201
[Callback contract]	https://github.com/positron-ai/tron/blob/30c4ac82cbb6959f7e4f66b29efb36f5e0749b48/h/tron/gof.hpp#L58-L79
[Scratch lifetime]	https://github.com/positron-ai/tron/blob/30c4ac82cbb6959f7e4f66b29efb36f5e0749b48/src/tron/gof.cpp#L203-L220
[Kernel interface]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/h/tron/kernels/amx_attn_iface.hpp#L214-L238
[View declarations and DMA contract]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/h/tron/tensor/views.hpp#L11-L36
[Rank-1 const indexing]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/h/tron/tensor/view.hpp#L143-L148
[bf16 override detection]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/h/tron/kernels/expr.hpp#L110-L117
[Owner slice wrapper]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/h/tron/tensor/slice.hpp#L38-L42
[Generic expression slice]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/h/tron/tensor/slice.hpp#L147-L177
[Native QK and packed PV callers]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/h/tron/models/self_attention.hpp#L1642-L1683
[EAGLE uniform-geometry requirement]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/h/tron/models/kv_cache.hpp#L771-L789
[Allocation, publication, and geometry dispatch]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/h/tron/models/kv_cache.hpp#L1188-L1248
[Random fill entry point]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/h/tron/models/kv_cache.hpp#L1054-L1064
[Whole-block fill exception]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/h/tron/models/kv_cache.hpp#L1365-L1373
[Packed V accessors and guards]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/h/tron/models/kv_cache.hpp#L1601-L1674
[Append and range copies]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/h/tron/models/kv_cache.hpp#L1866-L1982
[Partner-zero note]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/h/tron/models/kv_cache.hpp#L2055-L2066
[8-lane weighted sum and block views]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/h/tron/models/kv_cache.hpp#L2139-L2261
[V-save branches]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/h/tron/models/model.hpp#L2816-L2837
[Page readiness]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/h/tron/models/common.hpp#L1024-L1036
[Compile-time access requirements]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/t/t_llama_unit.cpp#L84-L123
[Unguarded packed save caller]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/t/t_llama_unit.cpp#L1199-L1204
[Source fixture and packed save caller]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/t/heterogeneous_scheduler_compile.cpp#L441-L444
[Optimization and NaN macro]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/src/tron/CMakeLists.txt#L292-L295
[Binary output directory]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/CMakeLists.txt#L67
[Native AVX-512 probe]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/CMakeLists.txt#L95-L116
[Native and cross presets]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/CMakePresets.json#L31-L49
[Make test configuration]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/GNUmakefile#L538-L543
[Required Nix configuration]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/nix/cmake-tron-test-build.nix#L79-L103
[Packed K page access and stores]	https://github.com/positron-ai/tron/blob/30c4ac82cbb6959f7e4f66b29efb36f5e0749b48/h/tron/models/kv_cache.hpp#L1683-L1743
[Whole-plane and row K copies]	https://github.com/positron-ai/tron/blob/30c4ac82cbb6959f7e4f66b29efb36f5e0749b48/h/tron/models/kv_cache.hpp#L2099-L2115
[Existing block storage]	https://github.com/positron-ai/tron/blob/30c4ac82cbb6959f7e4f66b29efb36f5e0749b48/h/tron/models/kv_cache.hpp#L2377-L2415
[Layout selector, constants, and index]	https://github.com/positron-ai/tron/blob/30c4ac82cbb6959f7e4f66b29efb36f5e0749b48/h/tron/kernels/k_vnni.hpp#L44-L124
[Both worker API paths]	https://github.com/positron-ai/tron/blob/30c4ac82cbb6959f7e4f66b29efb36f5e0749b48/h/tron/models/model.hpp#L2952-L3079
[Main generated save call]	https://github.com/positron-ai/tron/blob/30c4ac82cbb6959f7e4f66b29efb36f5e0749b48/ingest/src/TronCpp.hs#L2337-L2340
[Helper generated save call]	https://github.com/positron-ai/tron/blob/30c4ac82cbb6959f7e4f66b29efb36f5e0749b48/ingest/src/TronCpp.hs#L2405-L2408
[Generated-call expectations]	https://github.com/positron-ai/tron/blob/30c4ac82cbb6959f7e4f66b29efb36f5e0749b48/ingest/test/LoopyTronSpec.hs#L2808-L2818
[Direct worker test calls]	https://github.com/positron-ai/tron/blob/30c4ac82cbb6959f7e4f66b29efb36f5e0749b48/t/t_llama_unit.cpp#L2772-L2781
[Source identity]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/.github/workflows/gcp-nix.yml#L486-L489
[Run gate, host tests, and failure-only upload]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/.github/workflows/gcp-nix.yml#L538-L590
[Passage marker steps]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/.github/workflows/gcp-nix.yml#L675-L698
[Runtime/environment identity]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/bin/ci/tron-build/test_runtime.py#L30-L51
[Case execution records]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/t/testlog.cpp#L17-L25
[Captured test logs and command headers]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/bin/slice#L3159-L3187
[Lint target]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/GNUmakefile#L693-L706
[Local capacity check]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/bin/slice#L1996-L2000
[Platform-keyed record]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/bin/slice#L1731-L1736
[Whole-host benchmark scheduling]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/bin/slice#L3676-L3684
[Benchmark slice widths]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/bin/slice_bench_manifest.py#L14
[Workflow validation rules]	https://github.com/positron-ai/tron/blob/2880c3aa9b0eff87eb6b480845e4006fba1416e7/.github/AGENTS.md#L19-L20
[F05]	claude-review-design-new-tensor-type-r1.html#F05
[F50]	claude-review-design-new-tensor-type-r1.html#F50
Recorded GitHub review and issue details	../evidence/github-review.json
original issue assignment	../evidence/issue-verification.json
original issue body	../evidence/issue-body.md
source audit	../evidence/source-audit.json
formula checks	../evidence/layout-checks.json
original generated-file checks	../evidence/artifact-validation.json
